AAPL,2021-10-10T02:18:00+03:00,112.093206,119.966662,100.089786,113.767608
SBER,2021-10-10T02:18:00+03:00,218.810182,219.983190,200.038078,206.099694
NVDA,2021-10-10T02:18:00+03:00,313.291201,319.782642,300.010276,305.474675
TSLA,2021-10-10T02:18:00+03:00,408.754284,419.965476,400.132539,415.019019
AAPL,2021-10-10T02:20:00+03:00,114.505521,119.990848,100.018163,106.172636
SBER,2021-10-10T02:20:00+03:00,206.578286,219.967277,200.042113,212.419005
NVDA,2021-10-10T02:20:00+03:00,305.566265,319.988551,300.017246,308.831535
TSLA,2021-10-10T02:20:00+03:00,418.358453,419.993216,400.086028,405.338744
TSLA,2021-10-10T02:22:00+03:00,415.425977,419.998340,400.057298,415.108234
AAPL,2021-10-10T02:22:00+03:00,101.217861,119.849629,100.023533,107.071207
SBER,2021-10-10T02:22:00+03:00,209.710477,219.930591,200.001946,200.195723
NVDA,2021-10-10T02:22:00+03:00,310.853256,319.988040,300.026642,308.003176
SBER,2021-10-10T02:24:00+03:00,219.216625,219.997783,200.050280,212.991304
NVDA,2021-10-10T02:24:00+03:00,306.208618,319.989096,300.121069,303.271613
TSLA,2021-10-10T02:24:00+03:00,416.356165,419.966957,400.002406,403.868570
AAPL,2021-10-10T02:24:00+03:00,106.486482,119.999936,100.132953,116.219897
SBER,2021-10-10T02:26:00+03:00,212.789247,219.941772,200.021523,219.353293
NVDA,2021-10-10T02:26:00+03:00,312.833986,319.992628,300.013908,318.945186
TSLA,2021-10-10T02:26:00+03:00,419.618963,419.996671,400.019407,405.075590
AAPL,2021-10-10T02:26:00+03:00,100.842124,119.996206,100.005921,109.260092
SBER,2021-10-10T02:28:00+03:00,207.354548,219.933715,200.052988,211.082359
NVDA,2021-10-10T02:28:00+03:00,308.829275,319.999848,300.038304,318.992198
TSLA,2021-10-10T02:28:00+03:00,415.906994,419.980909,400.170730,405.328138
AAPL,2021-10-10T02:28:00+03:00,111.828180,119.971582,100.000049,113.517663
NVDA,2021-10-10T02:30:00+03:00,318.119418,319.988657,300.036709,302.050405
TSLA,2021-10-10T02:30:00+03:00,404.800775,419.986111,400.006022,410.487511
AAPL,2021-10-10T02:30:00+03:00,113.562550,119.989867,100.031798,100.325211
SBER,2021-10-10T02:30:00+03:00,208.022476,219.995173,200.027384,215.297600
AAPL,2021-10-10T02:32:00+03:00,108.400298,119.944098,100.014640,116.533608
SBER,2021-10-10T02:32:00+03:00,213.259087,219.999516,200.059187,200.405328
NVDA,2021-10-10T02:32:00+03:00,301.390069,319.897665,300.008205,316.826562
TSLA,2021-10-10T02:32:00+03:00,411.034531,419.968621,400.163247,419.447878
AAPL,2021-10-10T02:34:00+03:00,103.157919,119.995203,100.018588,104.398283
SBER,2021-10-10T02:34:00+03:00,212.131871,219.988645,200.013625,209.705175
NVDA,2021-10-10T02:34:00+03:00,317.739686,319.989451,300.004890,306.101591
TSLA,2021-10-10T02:34:00+03:00,409.347432,419.961946,400.002141,412.391263
NVDA,2021-10-10T02:36:00+03:00,308.987735,319.962659,300.002673,315.632935
TSLA,2021-10-10T02:36:00+03:00,405.464179,419.935010,400.075829,416.359550
AAPL,2021-10-10T02:36:00+03:00,111.258150,119.990777,100.028452,117.213041
SBER,2021-10-10T02:36:00+03:00,201.269860,219.984909,200.000609,215.076514
NVDA,2021-10-10T02:38:00+03:00,314.033161,319.996111,300.041780,309.167967
TSLA,2021-10-10T02:38:00+03:00,404.698582,419.883557,400.019764,412.383023
AAPL,2021-10-10T02:38:00+03:00,114.136976,119.995970,100.000413,109.458970
SBER,2021-10-10T02:38:00+03:00,215.518984,219.880960,200.048006,213.943408
